gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000097090,Gm26724,"predicted gene, 26724",,
ENSMUSG00000049299,Trappc1,trafficking protein particle complex 1,NCBIGene:245828,
ENSMUSG00000078851,Hist3h2a,"histone cluster 3, H2a",NCBIGene:319162,
ENSMUSG00000027575,Arfgap1,ADP-ribosylation factor GTPase activating protein 1,NCBIGene:228998,
ENSMUSG00000062908,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",NCBIGene:11364,
ENSMUSG00000043687,1190005I06Rik,RIKEN cDNA 1190005I06 gene,NCBIGene:68918,
ENSMUSG00000064225,Paqr9,progestin and adipoQ receptor family member IX,NCBIGene:75552,
ENSMUSG00000051279,Gdf6,growth differentiation factor 6,NCBIGene:242316,
ENSMUSG00000025431,Crisp1,cysteine-rich secretory protein 1,NCBIGene:11571,
ENSMUSG00000079278,Tmem233,transmembrane protein 233,NCBIGene:545798,
ENSMUSG00000085221,Gm11309,predicted gene 11309,,
ENSMUSG00000102476,Gm37245,"predicted gene, 37245",,
ENSMUSG00000000435,Myf5,myogenic factor 5,NCBIGene:17877,
ENSMUSG00000111474,Gm32926,"predicted gene, 32926",NCBIGene:102635639,
ENSMUSG00000039611,Tmem246,transmembrane protein 246,NCBIGene:67063,
ENSMUSG00000051212,Gpr183,G protein-coupled receptor 183,NCBIGene:321019,
ENSMUSG00000071493,Vmn1r208,vomeronasal 1 receptor 208,NCBIGene:171252,
ENSMUSG00000027202,Slc12a1,"solute carrier family 12, member 1",NCBIGene:20495,
ENSMUSG00000019577,Pdk4,"pyruvate dehydrogenase kinase, isoenzyme 4",NCBIGene:27273,
ENSMUSG00000073158,9030624G23Rik,RIKEN cDNA 9030624G23 gene,NCBIGene:66808,
ENSMUSG00000040613,Apobec1,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",NCBIGene:11810,
ENSMUSG00000026424,Gpr37l1,G protein-coupled receptor 37-like 1,NCBIGene:171469,
ENSMUSG00000033610,Pank1,pantothenate kinase 1,NCBIGene:75735,
ENSMUSG00000117004,Gm38593,"predicted gene, 38593",,
ENSMUSG00000020057,Dram1,DNA-damage regulated autophagy modulator 1,NCBIGene:71712,
ENSMUSG00000029122,Evc,EvC ciliary complex subunit 1,NCBIGene:59056,
ENSMUSG00000074217,2210011C24Rik,RIKEN cDNA 2210011C24 gene,NCBIGene:70134,
ENSMUSG00000003031,Cdkn1b,cyclin-dependent kinase inhibitor 1B,NCBIGene:12576,
ENSMUSG00000087652,Gm15918,predicted gene 15918,,
ENSMUSG00000037638,Zbtb42,zinc finger and BTB domain containing 42,NCBIGene:382639,
ENSMUSG00000018800,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",NCBIGene:217265,
ENSMUSG00000030732,Chrdl2,chordin-like 2,NCBIGene:69121,
ENSMUSG00000107552,Gm44096,"predicted gene, 44096",,
ENSMUSG00000039680,Mrps6,mitochondrial ribosomal protein S6,NCBIGene:121022,
ENSMUSG00000006641,Slc5a6,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",NCBIGene:330064,
ENSMUSG00000067199,Frat1,frequently rearranged in advanced T cell lymphomas,NCBIGene:14296,
ENSMUSG00000024168,Tmem204,transmembrane protein 204,NCBIGene:407831,
ENSMUSG00000053214,Gm9899,predicted gene 9899,NCBIGene:100502829,
ENSMUSG00000028919,Arhgef19,Rho guanine nucleotide exchange factor (GEF) 19,NCBIGene:213649,
ENSMUSG00000005373,Mlxipl,MLX interacting protein-like,NCBIGene:58805,
ENSMUSG00000024402,Lta,lymphotoxin A,NCBIGene:16992,
ENSMUSG00000044505,Lingo4,leucine rich repeat and Ig domain containing 4,NCBIGene:320747,
ENSMUSG00000076615,Ighg3,Immunoglobulin heavy constant gamma 3,NCBIGene:380795,
ENSMUSG00000026879,Gsn,gelsolin,NCBIGene:227753,
ENSMUSG00000017446,C1qtnf1,C1q and tumor necrosis factor related protein 1,NCBIGene:56745,
ENSMUSG00000074813,Morrbid,myeloid RNA regulator of BCL2L11 induced cell death,NCBIGene:100043424,
ENSMUSG00000079355,Ackr4,atypical chemokine receptor 4,NCBIGene:252837,
ENSMUSG00000040632,Nrl,neural retina leucine zipper gene,NCBIGene:18185,
ENSMUSG00000087083,Gm15083,predicted gene 15083,NCBIGene:102639720,
ENSMUSG00000109371,Gm44626,predicted gene 44626,,
ENSMUSG00000086219,Srrm4os,"serine/arginine repetitive matrix 4, opposite strand",NCBIGene:76798,
ENSMUSG00000036061,Smug1,single-strand selective monofunctional uracil DNA glycosylase,NCBIGene:71726,
ENSMUSG00000051596,Otop1,otopetrin 1,NCBIGene:21906,
ENSMUSG00000033318,Gstt2,"glutathione S-transferase, theta 2",NCBIGene:14872,
ENSMUSG00000117358,Gm31645,"predicted gene, 31645",NCBIGene:102633946,
ENSMUSG00000112110,Gm15608,predicted gene 15608,,
ENSMUSG00000060336,Zfp937,zinc finger protein 937,NCBIGene:245174,
ENSMUSG00000047094,Ofcc1,orofacial cleft 1 candidate 1,NCBIGene:218165,
ENSMUSG00000034205,Loxl2,lysyl oxidase-like 2,NCBIGene:94352,
ENSMUSG00000019989,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3,NCBIGene:209558,
ENSMUSG00000018822,Sfrp5,secreted frizzled-related sequence protein 5,NCBIGene:54612,
ENSMUSG00000045930,Clec14a,"C-type lectin domain family 14, member a",NCBIGene:66864,
ENSMUSG00000064213,Defa24,"defensin, alpha, 24",NCBIGene:503491,
ENSMUSG00000112201,4930532I03Rik,RIKEN cDNA 4930532I03 gene,NCBIGene:75833,
ENSMUSG00000023439,Gnb3,"guanine nucleotide binding protein (G protein), beta 3",NCBIGene:14695,
ENSMUSG00000031568,Rwdd4a,RWD domain containing 4A,NCBIGene:192174,
ENSMUSG00000031965,Tbx20,T-box 20,NCBIGene:57246,
ENSMUSG00000031891,Hsd11b2,hydroxysteroid 11-beta dehydrogenase 2,NCBIGene:15484,
ENSMUSG00000025488,Cox8b,cytochrome c oxidase subunit 8B,NCBIGene:12869,
ENSMUSG00000018796,Acsl1,acyl-CoA synthetase long-chain family member 1,NCBIGene:14081,
ENSMUSG00000107265,Gm15469,predicted gene 15469,,
ENSMUSG00000018001,Cyth3,cytohesin 3,NCBIGene:19159,
ENSMUSG00000004730,Adgre1,adhesion G protein-coupled receptor E1,NCBIGene:13733,
ENSMUSG00000040557,Mettl27,methyltransferase like 27,NCBIGene:79565,
ENSMUSG00000091972,Tmem207,transmembrane protein 207,NCBIGene:100043057,
ENSMUSG00000047242,Taf9b,TATA-box binding protein associated factor 9B,NCBIGene:407786,
ENSMUSG00000048424,Ranbp3l,RAN binding protein 3-like,NCBIGene:223332,
ENSMUSG00000024659,Anxa1,annexin A1,NCBIGene:16952,
ENSMUSG00000020788,Atp2a3,"ATPase, Ca++ transporting, ubiquitous",NCBIGene:53313,
ENSMUSG00000022900,Ildr1,immunoglobulin-like domain containing receptor 1,NCBIGene:106347,
ENSMUSG00000027403,Tgm6,transglutaminase 6,NCBIGene:241636,
ENSMUSG00000106140,Gm42208,"predicted gene, 42208",,
ENSMUSG00000040987,Mill2,MHC I like leukocyte 2,NCBIGene:243864,
ENSMUSG00000030838,Ush1c,USH1 protein network component harmonin,NCBIGene:72088,
ENSMUSG00000047746,Fbxo40,F-box protein 40,NCBIGene:207215,
ENSMUSG00000026712,Mrc1,"mannose receptor, C type 1",NCBIGene:17533,
ENSMUSG00000062937,Mtap,methylthioadenosine phosphorylase,NCBIGene:66902,
ENSMUSG00000079495,Nat8f6,N-acetyltransferase 8 (GCN5-related) family member 6,NCBIGene:100504710,
ENSMUSG00000063931,Pepd,peptidase D,NCBIGene:18624,
ENSMUSG00000035498,Cdcp1,CUB domain containing protein 1,NCBIGene:109332,
ENSMUSG00000111933,Gm36660,"predicted gene, 36660",,
ENSMUSG00000029826,Zc3hav1,"zinc finger CCCH type, antiviral 1",NCBIGene:78781,
ENSMUSG00000089924,Gm15689,predicted gene 15689,,
ENSMUSG00000043789,Vwce,von Willebrand factor C and EGF domains,NCBIGene:71768,
ENSMUSG00000034382,AI661453,expressed sequence AI661453,NCBIGene:224833,
ENSMUSG00000020592,Sdc1,syndecan 1,NCBIGene:20969,
ENSMUSG00000048337,Npy4r,neuropeptide Y receptor Y4,NCBIGene:19065,
ENSMUSG00000092545,Gm20319,"predicted gene, 20319",,
ENSMUSG00000116720,Gm31641,"predicted gene, 31641",,
ENSMUSG00000022996,Wnt10b,"wingless-type MMTV integration site family, member 10B",NCBIGene:22410,
ENSMUSG00000047230,Cldn2,claudin 2,NCBIGene:12738,
ENSMUSG00000109186,Gm34821,"predicted gene, 34821",NCBIGene:102638204,
ENSMUSG00000031603,Fgf20,fibroblast growth factor 20,NCBIGene:80857,
ENSMUSG00000047180,Neurl3,neuralized E3 ubiquitin protein ligase 3,NCBIGene:214854,
ENSMUSG00000050824,Sstr5,somatostatin receptor 5,NCBIGene:20609,
ENSMUSG00000029503,P2rx2,"purinergic receptor P2X, ligand-gated ion channel, 2",NCBIGene:231602,
ENSMUSG00000042745,Id1,"inhibitor of DNA binding 1, HLH protein",NCBIGene:15901,
ENSMUSG00000054763,Defb42,defensin beta 42,NCBIGene:619548,
ENSMUSG00000027848,Olfml3,olfactomedin-like 3,NCBIGene:99543,
ENSMUSG00000039899,Fgl2,fibrinogen-like protein 2,NCBIGene:14190,
ENSMUSG00000022323,Rida,reactive intermediate imine deaminase A homolog,NCBIGene:15473,
ENSMUSG00000029019,Nppb,natriuretic peptide type B,NCBIGene:18158,
ENSMUSG00000067878,Map7d3,MAP7 domain containing 3,NCBIGene:320923,
ENSMUSG00000056423,Uts2b,urotensin 2B,NCBIGene:224065,
ENSMUSG00000038007,Acer2,alkaline ceramidase 2,NCBIGene:230379,
ENSMUSG00000038917,3930402G23Rik,RIKEN cDNA 3930402G23 gene,NCBIGene:665306,
ENSMUSG00000037759,Ptger2,prostaglandin E receptor 2 (subtype EP2),NCBIGene:19217,
ENSMUSG00000081207,Gm13775,predicted gene 13775,,
ENSMUSG00000090709,Gm17173,predicted gene 17173,,
ENSMUSG00000047878,A4galt,"alpha 1,4-galactosyltransferase",NCBIGene:239559,
ENSMUSG00000074269,Rec114,REC114 meiotic recombination protein,NCBIGene:73673,
ENSMUSG00000038540,Tmc3,transmembrane channel-like gene family 3,NCBIGene:233424,
ENSMUSG00000052861,Dnah6,"dynein, axonemal, heavy chain 6",NCBIGene:330355,
ENSMUSG00000038775,Vill,villin-like,NCBIGene:22351,
ENSMUSG00000115536,Gm32857,"predicted gene, 32857",NCBIGene:102635555,
ENSMUSG00000094777,Hist1h2ap,"histone cluster 1, H2ap",NCBIGene:319171,
ENSMUSG00000045824,Olfr574,olfactory receptor 574,NCBIGene:258357,
ENSMUSG00000047150,1700001C19Rik,RIKEN cDNA 1700001C19 gene,NCBIGene:75462,
ENSMUSG00000094732,1500015L24Rik,RIKEN cDNA 1500015L24 gene,NCBIGene:68994,
ENSMUSG00000044951,Mylk4,"myosin light chain kinase family, member 4",NCBIGene:238564,
ENSMUSG00000018168,Ikzf3,IKAROS family zinc finger 3,NCBIGene:22780,
ENSMUSG00000036915,Kirrel2,kirre like nephrin family adhesion molecule 2,NCBIGene:243911,
ENSMUSG00000021953,Tdh,L-threonine dehydrogenase,NCBIGene:58865,
ENSMUSG00000063652,Slc22a21,"solute carrier family 22 (organic cation transporter), member 21",NCBIGene:56517,
ENSMUSG00000106738,Gm5,predicted gene 5,,
ENSMUSG00000038259,Gdf5,growth differentiation factor 5,NCBIGene:14563,
ENSMUSG00000013483,Card14,"caspase recruitment domain family, member 14",NCBIGene:170720,
ENSMUSG00000026110,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",NCBIGene:269181,
ENSMUSG00000029291,Rufy3,RUN and FYVE domain containing 3,NCBIGene:52822,
ENSMUSG00000066150,Slc31a1,"solute carrier family 31, member 1",NCBIGene:20529,
ENSMUSG00000025083,Afap1l2,actin filament associated protein 1-like 2,NCBIGene:226250,
ENSMUSG00000026930,Gpsm1,"G-protein signalling modulator 1 (AGS3-like, C. elegans)",NCBIGene:67839,
ENSMUSG00000037295,Ldlrap1,low density lipoprotein receptor adaptor protein 1,NCBIGene:100017,
ENSMUSG00000028078,Dclk2,doublecortin-like kinase 2,NCBIGene:70762,
ENSMUSG00000015812,Gnrh1,gonadotropin releasing hormone 1,NCBIGene:14714,
ENSMUSG00000034416,Pkd1l2,polycystic kidney disease 1 like 2,NCBIGene:76645,
ENSMUSG00000020428,Gabra6,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6",NCBIGene:14399,
ENSMUSG00000040380,Cbln3,cerebellin 3 precursor protein,NCBIGene:56410,
ENSMUSG00000034634,Ly6d,"lymphocyte antigen 6 complex, locus D",NCBIGene:17068,
ENSMUSG00000117473,Gm33948,"predicted gene, 33948",,
ENSMUSG00000032413,Rasa2,RAS p21 protein activator 2,NCBIGene:114713,
ENSMUSG00000051367,Six1,sine oculis-related homeobox 1,NCBIGene:20471,
ENSMUSG00000027422,Rrbp1,ribosome binding protein 1,NCBIGene:81910,
ENSMUSG00000105640,Gm42912,predicted gene 42912,,
ENSMUSG00000045394,Epcam,epithelial cell adhesion molecule,NCBIGene:17075,
ENSMUSG00000042269,Fam92b,"family with sequence similarity 92, member B",NCBIGene:436062,
ENSMUSG00000098206,A430106G13Rik,RIKEN cDNA A430106G13 gene,,
ENSMUSG00000023947,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",NCBIGene:18037,
ENSMUSG00000118506,1700094D03Rik,RIKEN cDNA 1700094D03 gene,NCBIGene:73545,
ENSMUSG00000117478,BC051408,cDNA sequence BC051408,NCBIGene:408061,
ENSMUSG00000016520,Lnx2,ligand of numb-protein X 2,NCBIGene:140887,
ENSMUSG00000031441,Atp11a,"ATPase, class VI, type 11A",NCBIGene:50770,
ENSMUSG00000022565,Plec,plectin,NCBIGene:18810,
ENSMUSG00000098051,Gm27032,"predicted gene, 27032",,
ENSMUSG00000004455,Ppp1cc,protein phosphatase 1 catalytic subunit gamma,NCBIGene:19047,
ENSMUSG00000026024,Als2,alsin Rho guanine nucleotide exchange factor,NCBIGene:74018,
ENSMUSG00000028008,Asic5,acid-sensing (proton-gated) ion channel family member 5,NCBIGene:58170,
ENSMUSG00000041058,Wwp1,WW domain containing E3 ubiquitin protein ligase 1,NCBIGene:107568,
ENSMUSG00000016942,Tmprss6,transmembrane serine protease 6,NCBIGene:71753,
ENSMUSG00000073557,Ppp1r12b,"protein phosphatase 1, regulatory subunit 12B",NCBIGene:329251,
ENSMUSG00000100001,1810007D17Rik,RIKEN cDNA 1810007D17 gene,NCBIGene:69055,
ENSMUSG00000114393,Gm47359,"predicted gene, 47359",,
ENSMUSG00000107667,C530044C16Rik,RIKEN cDNA C530044C16 gene,NCBIGene:319981,
ENSMUSG00000115099,1700087I21Rik,RIKEN cDNA 1700087I21 gene,,
ENSMUSG00000117728,Gm34299,"predicted gene, 34299",,
ENSMUSG00000042246,Tmc7,transmembrane channel-like gene family 7,NCBIGene:209760,
ENSMUSG00000021710,Nln,neurolysin (metallopeptidase M3 family),NCBIGene:75805,
ENSMUSG00000070315,4930581F22Rik,RIKEN cDNA 4930581F22 gene,NCBIGene:78934,
ENSMUSG00000039987,Phtf2,putative homeodomain transcription factor 2,NCBIGene:68770,
ENSMUSG00000069114,Zbtb10,zinc finger and BTB domain containing 10,NCBIGene:229055,
ENSMUSG00000026489,Coq8a,coenzyme Q8A,NCBIGene:67426,
ENSMUSG00000024529,Lox,lysyl oxidase,NCBIGene:16948,
ENSMUSG00000030862,Cpxm2,carboxypeptidase X 2 (M14 family),NCBIGene:55987,
ENSMUSG00000085533,Gm12146,predicted gene 12146,,
ENSMUSG00000087040,Gm14033,predicted gene 14033,,
ENSMUSG00000023087,Noct,nocturnin,NCBIGene:12457,
ENSMUSG00000030549,Rhcg,Rhesus blood group-associated C glycoprotein,NCBIGene:56315,
ENSMUSG00000073779,Lrp8os2,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, opposite strand 2",NCBIGene:619295,
ENSMUSG00000075705,Msrb1,methionine sulfoxide reductase B1,NCBIGene:27361,
ENSMUSG00000010307,Tmem86a,transmembrane protein 86A,NCBIGene:67893,
ENSMUSG00000031723,Txnl4b,thioredoxin-like 4B,NCBIGene:234723,
ENSMUSG00000040018,Cox15,cytochrome c oxidase assembly protein 15,NCBIGene:226139,
ENSMUSG00000001098,Kctd10,potassium channel tetramerisation domain containing 10,NCBIGene:330171,
ENSMUSG00000024854,Pold4,"polymerase (DNA-directed), delta 4",NCBIGene:69745,
ENSMUSG00000044952,Kctd21,potassium channel tetramerisation domain containing 21,NCBIGene:622320,
ENSMUSG00000052557,Gan,giant axonal neuropathy,NCBIGene:209239,
ENSMUSG00000041625,Ggact,gamma-glutamylamine cyclotransferase,NCBIGene:223267,
ENSMUSG00000028701,Lurap1,leucine rich adaptor protein 1,NCBIGene:68075,
ENSMUSG00000023830,Igf2r,insulin-like growth factor 2 receptor,NCBIGene:16004,
ENSMUSG00000032021,Crtam,cytotoxic and regulatory T cell molecule,NCBIGene:54698,
ENSMUSG00000044165,Bcl2l15,BCLl2-like 15,NCBIGene:229672,
ENSMUSG00000097180,2700038G22Rik,RIKEN cDNA 2700038G22 gene,NCBIGene:67194,
ENSMUSG00000037977,6430571L13Rik,RIKEN cDNA 6430571L13 gene,NCBIGene:235599,
ENSMUSG00000034714,Ttyh2,tweety family member 2,NCBIGene:117160,
ENSMUSG00000002100,Mybpc3,"myosin binding protein C, cardiac",NCBIGene:17868,
ENSMUSG00000041696,Rasl12,"RAS-like, family 12",NCBIGene:70784,
ENSMUSG00000069135,Fgfr1op,Fgfr1 oncogene partner,NCBIGene:75296,
ENSMUSG00000040714,Klc3,kinesin light chain 3,NCBIGene:232943,
ENSMUSG00000028822,Tmem50a,transmembrane protein 50A,NCBIGene:71817,
ENSMUSG00000086324,Gm15564,predicted gene 15564,,
ENSMUSG00000040146,Rgl3,ral guanine nucleotide dissociation stimulator-like 3,NCBIGene:71746,
ENSMUSG00000020884,Asgr1,asialoglycoprotein receptor 1,NCBIGene:11889,
ENSMUSG00000070803,Cited4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",NCBIGene:56222,
ENSMUSG00000028730,Cfap57,cilia and flagella associated protein 57,NCBIGene:68625,
ENSMUSG00000085564,Gm12198,predicted gene 12198,,
ENSMUSG00000034730,Adgrb1,adhesion G protein-coupled receptor B1,NCBIGene:107831,
ENSMUSG00000109994,Gm45459,predicted gene 45459,,
ENSMUSG00000039844,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1,NCBIGene:107746,
ENSMUSG00000025745,Hadha,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",NCBIGene:97212,
ENSMUSG00000025265,Fgd1,"FYVE, RhoGEF and PH domain containing 1",NCBIGene:14163,
ENSMUSG00000104284,Gm10862,predicted gene 10862,,
ENSMUSG00000026188,Tmem169,transmembrane protein 169,NCBIGene:271711,
ENSMUSG00000027405,Nop56,NOP56 ribonucleoprotein,NCBIGene:67134,
ENSMUSG00000015597,Zfp318,zinc finger protein 318,NCBIGene:57908,
ENSMUSG00000061462,Obscn,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",NCBIGene:380698,
ENSMUSG00000025418,Bsnd,barttin CLCNK type accessory beta subunit,NCBIGene:140475,
ENSMUSG00000003849,Nqo1,"NAD(P)H dehydrogenase, quinone 1",NCBIGene:18104,
ENSMUSG00000046230,Vps13a,vacuolar protein sorting 13A,NCBIGene:271564,
ENSMUSG00000037697,Ddhd1,DDHD domain containing 1,NCBIGene:114874,
ENSMUSG00000051166,Eml5,echinoderm microtubule associated protein like 5,NCBIGene:319670,
ENSMUSG00000032549,Rab6b,"RAB6B, member RAS oncogene family",NCBIGene:270192,
ENSMUSG00000026313,Hdac4,histone deacetylase 4,NCBIGene:208727,
ENSMUSG00000002504,Slc9a3r2,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",NCBIGene:65962,
ENSMUSG00000021198,Unc79,unc-79 homolog,NCBIGene:217843,
ENSMUSG00000026721,Rabgap1l,RAB GTPase activating protein 1-like,NCBIGene:29809,
ENSMUSG00000075415,Fnbp1,formin binding protein 1,NCBIGene:14269,
ENSMUSG00000036712,Cyld,CYLD lysine 63 deubiquitinase,NCBIGene:74256,
ENSMUSG00000074480,Mex3a,mex3 RNA binding family member A,NCBIGene:72640,
ENSMUSG00000025386,Pde6g,"phosphodiesterase 6G, cGMP-specific, rod, gamma",NCBIGene:18588,
ENSMUSG00000107614,Gm44196,"predicted gene, 44196",,
ENSMUSG00000037446,Tulp1,tubby like protein 1,NCBIGene:22157,
ENSMUSG00000021187,Tc2n,"tandem C2 domains, nuclear",NCBIGene:74413,
ENSMUSG00000027530,Fabp12,fatty acid binding protein 12,NCBIGene:75497,
ENSMUSG00000052229,Gpr17,G protein-coupled receptor 17,NCBIGene:574402,
ENSMUSG00000033006,Sox10,SRY (sex determining region Y)-box 10,NCBIGene:20665,
ENSMUSG00000032911,Cspg4,chondroitin sulfate proteoglycan 4,NCBIGene:121021,
ENSMUSG00000034000,Neu4,sialidase 4,NCBIGene:241159,
ENSMUSG00000026605,Cenpf,centromere protein F,NCBIGene:108000,
ENSMUSG00000098318,Lockd,lncRNA downstream of Cdkn1b,NCBIGene:381822,
ENSMUSG00000028551,Cdkn2c,cyclin dependent kinase inhibitor 2C,NCBIGene:12580,
ENSMUSG00000054717,Hmgb2,high mobility group box 2,NCBIGene:97165,
ENSMUSG00000031004,Mki67,antigen identified by monoclonal antibody Ki 67,NCBIGene:17345,
ENSMUSG00000020914,Top2a,topoisomerase (DNA) II alpha,NCBIGene:21973,
ENSMUSG00000038943,Prc1,protein regulator of cytokinesis 1,NCBIGene:233406,
ENSMUSG00000062248,Cks2,CDC28 protein kinase regulatory subunit 2,NCBIGene:66197,
ENSMUSG00000001403,Ube2c,ubiquitin-conjugating enzyme E2C,NCBIGene:68612,
ENSMUSG00000025350,Rdh5,retinol dehydrogenase 5,NCBIGene:19682,
ENSMUSG00000108841,Frmpd2,FERM and PDZ domain containing 2,NCBIGene:268729,
ENSMUSG00000040204,Pclaf,PCNA clamp associated factor,NCBIGene:68026,
ENSMUSG00000055538,Zcchc24,"zinc finger, CCHC domain containing 24",NCBIGene:71918,
ENSMUSG00000100832,Gm29260,predicted gene 29260,,
ENSMUSG00000024395,Lims2,LIM and senescent cell antigen like domains 2,NCBIGene:225341,
ENSMUSG00000044080,S100a1,S100 calcium binding protein A1,NCBIGene:20193,
ENSMUSG00000115529,9630013A20Rik,RIKEN cDNA 9630013A20 gene,NCBIGene:319903,
ENSMUSG00000038173,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6,NCBIGene:320981,
ENSMUSG00000006782,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",NCBIGene:12799,
ENSMUSG00000056966,Gjc3,"gap junction protein, gamma 3",NCBIGene:118446,
ENSMUSG00000012443,Kif11,kinesin family member 11,NCBIGene:16551,
ENSMUSG00000027469,Tpx2,"TPX2, microtubule-associated",NCBIGene:72119,
ENSMUSG00000027306,Nusap1,nucleolar and spindle associated protein 1,NCBIGene:108907,
ENSMUSG00000033952,Aspm,abnormal spindle microtubule assembly,NCBIGene:12316,
ENSMUSG00000027326,Knl1,kinetochore scaffold 1,NCBIGene:76464,
ENSMUSG00000034349,Smc4,structural maintenance of chromosomes 4,NCBIGene:70099,
ENSMUSG00000027699,Ect2,ect2 oncogene,NCBIGene:13605,
ENSMUSG00000037725,Ckap2,cytoskeleton associated protein 2,NCBIGene:80986,
ENSMUSG00000029687,Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit,NCBIGene:14056,
ENSMUSG00000020330,Hmmr,hyaluronan mediated motility receptor (RHAMM),NCBIGene:15366,
ENSMUSG00000048327,Ckap2l,cytoskeleton associated protein 2-like,NCBIGene:70466,
ENSMUSG00000003038,Hmgn2,high mobility group nucleosomal binding domain 2,NCBIGene:15331,
ENSMUSG00000034317,Trim59,tripartite motif-containing 59,NCBIGene:66949,
ENSMUSG00000011884,Gltp,glycolipid transfer protein,NCBIGene:56356,
ENSMUSG00000015149,Sirt2,sirtuin 2,NCBIGene:64383,
ENSMUSG00000042312,S100a13,S100 calcium binding protein A13,NCBIGene:20196,
ENSMUSG00000058773,Hist1h1b,"histone cluster 1, H1b",NCBIGene:56702,
ENSMUSG00000020649,Rrm2,ribonucleotide reductase M2,NCBIGene:20135,
ENSMUSG00000045751,Mms22l,"MMS22-like, DNA repair protein",NCBIGene:212377,
ENSMUSG00000019961,Tmpo,thymopoietin,NCBIGene:21917,
ENSMUSG00000024590,Lmnb1,lamin B1,NCBIGene:16906,
ENSMUSG00000001228,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1",NCBIGene:18140,
